"","tournamentType","tournament","location","date","outdoor","surface","priceMoneyTotal","round","rankOpponent","opponent","opponentLink","win","score","eventPoints","rank","priceMoney"
"1094","Grand Slam","Roland Garros","Paris, France","2006.05.29 - 2006.06.11","O","Clay","$8,543,691","Round of 128","157","Diego Hartfield","/en/players/diego-hartfield/h502/","W","75 762 62","700","1","$598,350"
"1095","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","76 675 46 62 675","350","1","$200,000"
"1096","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Semi-Finals","3","David Nalbandian","/en/players/david-nalbandian/n301/","W","63 36 765","350","1","$200,000"
"1097","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Quarter-Finals","54","Nicolas Almagro","/en/players/nicolas-almagro/a479/","W","63 672 75","350","1","$200,000"
"1098","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Round of 16","18","Radek Stepanek","/en/players/radek-stepanek/s694/","W","61 64","350","1","$200,000"
"1099","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Round of 32","81","Potito Starace","/en/players/potito-starace/s843/","W","63 762","350","1","$200,000"
"1100","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2006.05.08 - 2006.05.14","O","Clay","$2,200,000","Round of 64","30","Juan Ignacio Chela","/en/players/juan-ignacio-chela/c514/","W","62 61","350","1","$200,000"
"1101","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","26 762 36 675","350","1","$200,000"
"1102","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Semi-Finals","21","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","62 64","350","1","$200,000"
"1103","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Quarter-Finals","15","David Ferrer","/en/players/david-ferrer/f401/","W","61 63","350","1","$200,000"
"1104","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Round of 16","351","Benjamin Balleret","/en/players/benjamin-balleret/b946/","W","63 62","350","1","$200,000"
"1105","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Round of 32","66","Alberto Martin","/en/players/alberto-martin/m590/","W","60 61","350","1","$200,000"
"1106","ATP Masters 1000","ATP Masters 1000 Monte Carlo","Monte Carlo, Monaco","2006.04.17 - 2006.04.23","O","Clay","$2,200,000","Round of 64","67","Novak Djokovic","/en/players/novak-djokovic/d643/","W","63 26 63","350","1","$200,000"
"1107","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Finals","6","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","765 764 766","500","1","$533,350"
"1108","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Semi-Finals","11","David Ferrer","/en/players/david-ferrer/f401/","W","61 64","500","1","$533,350"
"1109","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Quarter-Finals","9","James Blake","/en/players/james-blake/b676/","W","762 64","500","1","$533,350"
"1110","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Round of 16","36","Dmitry Tursunov","/en/players/dmitry-tursunov/t315/","W","63 63","500","1","$533,350"
"1111","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Round of 32","28","Tommy Haas","/en/players/tommy-haas/h355/","W","61 63","500","1","$533,350"
"1112","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Round of 64","53","Arnaud Clement","/en/players/arnaud-clement/c487/","W","62 674 60","500","1","$533,350"
"1113","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2006.03.20 - 2006.04.02","O","Hard","$3,200,000","Round of 128",NA,"Bye",NA,"","","500","1","$533,350"
"1114","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Finals","14","James Blake","/en/players/james-blake/b676/","W","75 63 60","500","1","$490,000"
"1115","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Semi-Finals","61","Paradorn Srichaphan","/en/players/paradorn-srichaphan/s675/","W","62 63","500","1","$490,000"
"1116","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Quarter-Finals","6","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","62 63","500","1","$490,000"
"1117","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Round of 16","18","Richard Gasquet","/en/players/richard-gasquet/g628/","W","63 64","500","1","$490,000"
"1118","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Round of 32","32","Olivier Rochus","/en/players/olivier-rochus/r397/","W","36 62 75","500","1","$490,000"
"1119","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Round of 64","47","Nicolas Massu","/en/players/nicolas-massu/m655/","W","63 764","500","1","$490,000"
"1120","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2006.03.06 - 2006.03.19","O","Hard","$2,919,600","Round of 128",NA,"Bye",NA,"","","500","1","$490,000"
"1121","ATP World Tour","Dubai","Dubai, U.A.E.","2006.02.27 - 2006.03.05","O","Hard","$975,000","Finals","2","Rafael Nadal","/en/players/rafael-nadal/n409/","L","62 46 46","210","1","$98,600"
"1122","ATP World Tour","Dubai","Dubai, U.A.E.","2006.02.27 - 2006.03.05","O","Hard","$975,000","Semi-Finals","52","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","62 63","210","1","$98,600"
"1123","ATP World Tour","Dubai","Dubai, U.A.E.","2006.02.27 - 2006.03.05","O","Hard","$975,000","Quarter-Finals","75","Robin Vik","/en/players/robin-vik/v247/","W","63 62","210","1","$98,600"
"1124","ATP World Tour","Dubai","Dubai, U.A.E.","2006.02.27 - 2006.03.05","O","Hard","$975,000","Round of 16","488","Mohammad Ghareeb","/en/players/mohammad-ghareeb/g531/","W","765 64","210","1","$98,600"
"1125","ATP World Tour","Dubai","Dubai, U.A.E.","2006.02.27 - 2006.03.05","O","Hard","$975,000","Round of 32","57","Stan Wawrinka","/en/players/stan-wawrinka/w367/","W","763 63","210","1","$98,600"
"1126","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Finals","54","Marcos Baghdatis","/en/players/marcos-baghdatis/b837/","W","57 75 60 62","1000","1","$922,560"
"1127","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Semi-Finals","25","Nicolas Kiefer","/en/players/nicolas-kiefer/k316/","W","63 57 60 62","1000","1","$922,560"
"1128","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Quarter-Finals","5","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","64 36 767 765","1000","1","$922,560"
"1129","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Round of 16","41","Tommy Haas","/en/players/tommy-haas/h355/","W","64 60 36 46 62","1000","1","$922,560"
"1130","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Round of 32","34","Max Mirnyi","/en/players/max-mirnyi/m595/","W","63 64 63","1000","1","$922,560"
"1131","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Round of 64","69","Florian Mayer","/en/players/florian-mayer/mb02/","W","61 64 60","1000","1","$922,560"
"1132","Grand Slam","Australian Open","Melbourne, Australia","2006.01.16 - 2006.01.29","O","Hard","$6,784,589","Round of 128","195","Denis Istomin","/en/players/denis-istomin/i165/","W","62 63 62","1000","1","$922,560"
"1133","ATP World Tour","Doha","Doha, Qatar","2006.01.02 - 2006.01.08","O","Hard","$975,000","Finals","30","Gael Monfils","/en/players/gael-monfils/mc65/","W","63 765","250","1","$142,000"
"1134","ATP World Tour","Doha","Doha, Qatar","2006.01.02 - 2006.01.08","O","Hard","$975,000","Semi-Finals","45","Tommy Haas","/en/players/tommy-haas/h355/","W","63 63","250","1","$142,000"
"1135","ATP World Tour","Doha","Doha, Qatar","2006.01.02 - 2006.01.08","O","Hard","$975,000","Quarter-Finals","55","Marcos Baghdatis","/en/players/marcos-baghdatis/b837/","W","64 63","250","1","$142,000"
"1136","ATP World Tour","Doha","Doha, Qatar","2006.01.02 - 2006.01.08","O","Hard","$975,000","Round of 16","58","Fabrice Santoro","/en/players/fabrice-santoro/s424/","W","762 765","250","1","$142,000"
"1137","ATP World Tour","Doha","Doha, Qatar","2006.01.02 - 2006.01.08","O","Hard","$975,000","Round of 32","73","Ivo Minar","/en/players/ivo-minar/ma41/","W","61 63","250","1","$142,000"
"1138","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2005.11.14 - 2005.11.20","I","Carpet","$3,700,000","Finals","12","David Nalbandian","/en/players/david-nalbandian/n301/","L","764 7611 26 16 673","500","1","$820,000"
"1139","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2005.11.14 - 2005.11.20","I","Carpet","$3,700,000","Semi-Finals","9","Gaston Gaudio","/en/players/gaston-gaudio/g374/","W","60 60","500","1","$820,000"
"1140","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2005.11.14 - 2005.11.20","I","Carpet","$3,700,000","Round Robin","6","Guillermo Coria","/en/players/guillermo-coria/c524/","W","60 16 62","500","1","$820,000"
"1141","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2005.11.14 - 2005.11.20","I","Carpet","$3,700,000","Round Robin","8","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","63 26 764","500","1","$820,000"
"1142","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2005.11.14 - 2005.11.20","I","Carpet","$3,700,000","Round Robin","12","David Nalbandian","/en/players/david-nalbandian/n301/","W","63 26 64","500","1","$820,000"
"1143","ATP World Tour","Bangkok","Bangkok, Thailand","2005.09.26 - 2005.10.02","I","Hard","$525,000","Finals","109","Andy Murray","/en/players/andy-murray/mc10/","W","63 75","175","1","$76,500"
"1144","ATP World Tour","Bangkok","Bangkok, Thailand","2005.09.26 - 2005.10.02","I","Hard","$525,000","Semi-Finals","42","Jarkko Nieminen","/en/players/jarkko-nieminen/n289/","W","63 64","175","1","$76,500"
"1145","ATP World Tour","Bangkok","Bangkok, Thailand","2005.09.26 - 2005.10.02","I","Hard","$525,000","Quarter-Finals","66","Gilles Muller","/en/players/gilles-muller/ma30/","W","64 63","175","1","$76,500"
"1146","ATP World Tour","Bangkok","Bangkok, Thailand","2005.09.26 - 2005.10.02","I","Hard","$525,000","Round of 16","239","Denis Gremelmayr","/en/players/denis-gremelmayr/g512/","W","63 62","175","1","$76,500"
"1147","ATP World Tour","Bangkok","Bangkok, Thailand","2005.09.26 - 2005.10.02","I","Hard","$525,000","Round of 32","133","Marcos Daniel","/en/players/marcos-daniel/d339/","W","764 64","175","1","$76,500"
"1148","ITF","SUI vs. GBR WG PO","Geneva, Switzerland","2005.09.19 - 2005.09.25","I","Clay","","Round Robin","262","Alan Mackin","/en/players/alan-mackin/m820/","W","60 60 62","0","1","$0"
"1149","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Finals","7","Andre Agassi","/en/players/andre-agassi/a092/","W","63 26 761 61","1000","1","$1,100,000"
"1150","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Semi-Finals","4","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","W","63 76 46 63","1000","1","$1,100,000"
"1151","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Quarter-Finals","11","David Nalbandian","/en/players/david-nalbandian/n301/","W","62 64 61","1000","1","$1,100,000"
"1152","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Round of 16","38","Nicolas Kiefer","/en/players/nicolas-kiefer/k316/","W","64 673 63 64","1000","1","$1,100,000"
"1153","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Round of 32","29","Olivier Rochus","/en/players/olivier-rochus/r397/","W","63 766 62","1000","1","$1,100,000"
"1154","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Round of 64","76","Fabrice Santoro","/en/players/fabrice-santoro/s424/","W","75 75 762","1000","1","$1,100,000"
"1155","Grand Slam","US Open","New York, NY, U.S.A.","2005.08.29 - 2005.09.11","O","Hard","$7,950,000","Round of 128","77","Ivo Minar","/en/players/ivo-minar/ma41/","W","61 61 61","1000","1","$1,100,000"
"1156","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Finals","5","Andy Roddick","/en/players/andy-roddick/r485/","W","63 75","500","1","$400,000"
"1157","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Semi-Finals","58","Robby Ginepri","/en/players/robby-ginepri/g569/","W","46 75 64","500","1","$400,000"
"1158","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Quarter-Finals","52","Jose Acasuso","/en/players/jose-acasuso/a389/","W","64 63","500","1","$400,000"
"1159","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Round of 16","34","Olivier Rochus","/en/players/olivier-rochus/r397/","W","63 64","500","1","$400,000"
"1160","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Round of 32","38","Nicolas Kiefer","/en/players/nicolas-kiefer/k316/","W","46 64 64","500","1","$400,000"
"1161","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2005.08.15 - 2005.08.21","O","Hard","$2,200,000","Round of 64","70","James Blake","/en/players/james-blake/b676/","W","763 75","500","1","$400,000"
"1162","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Finals","4","Andy Roddick","/en/players/andy-roddick/r485/","W","62 762 64","1000","1","$1,152,900"
"1163","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Semi-Finals","2","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","W","63 64 764","1000","1","$1,152,900"
"1164","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Quarter-Finals","24","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","75 62 762","1000","1","$1,152,900"
"1165","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Round of 16","31","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","63 64 766","1000","1","$1,152,900"
"1166","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Round of 32","26","Nicolas Kiefer","/en/players/nicolas-kiefer/k316/","W","62 675 61 75","1000","1","$1,152,900"
"1167","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Round of 64","99","Ivo Minar","/en/players/ivo-minar/ma41/","W","64 64 61","1000","1","$1,152,900"
"1168","Grand Slam","Wimbledon","London, England","2005.06.20 - 2005.07.03","O","Grass","$8,616,793","Round of 128","58","Paul-Henri Mathieu","/en/players/paul-henri-mathieu/m850/","W","64 62 64","1000","1","$1,152,900"
"1169","ATP World Tour","Halle","Halle, Germany","2005.06.06 - 2005.06.12","O","Grass","$775,000","Finals","5","Marat Safin","/en/players/marat-safin/s741/","W","64 676 64","225","1","$113,000"
"1170","ATP World Tour","Halle","Halle, Germany","2005.06.06 - 2005.06.12","O","Grass","$775,000","Semi-Finals","23","Tommy Haas","/en/players/tommy-haas/h355/","W","64 769","225","1","$113,000"
"1171","ATP World Tour","Halle","Halle, Germany","2005.06.06 - 2005.06.12","O","Grass","$775,000","Quarter-Finals","71","Philipp Kohlschreiber","/en/players/philipp-kohlschreiber/k435/","W","63 64","225","1","$113,000"
"1172","ATP World Tour","Halle","Halle, Germany","2005.06.06 - 2005.06.12","O","Grass","$775,000","Round of 16","60","Florian Mayer","/en/players/florian-mayer/mb02/","W","62 64","225","1","$113,000"
"1173","ATP World Tour","Halle","Halle, Germany","2005.06.06 - 2005.06.12","O","Grass","$775,000","Round of 32","35","Robin Soderling","/en/players/robin-soderling/sa49/","W","675 766 64","225","1","$113,000"
"1174","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Semi-Finals","5","Rafael Nadal","/en/players/rafael-nadal/n409/","L","36 64 46 36","450","1","$275,990"
"1175","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Quarter-Finals","90","Victor Hanescu","/en/players/victor-hanescu/h528/","W","62 763 63","450","1","$275,990"
"1176","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Round of 16","15","Carlos Moya","/en/players/carlos-moya/m605/","W","61 64 63","450","1","$275,990"
"1177","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Round of 32","26","Fernando Gonzalez","/en/players/fernando-gonzalez/g415/","W","769 75 62","450","1","$275,990"
"1178","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Round of 64","76","Nicolas Almagro","/en/players/nicolas-almagro/a479/","W","63 76 62","450","1","$275,990"
"1179","Grand Slam","Roland Garros","Paris, France","2005.05.23 - 2005.06.05","O","Clay","$7,992,394","Round of 128","264","Dudi Sela","/en/players/dudi-sela/sc56/","W","61 64 60","450","1","$275,990"
"1180","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2005.05.09 - 2005.05.15","O","Clay","$2,200,000","Finals","56","Richard Gasquet","/en/players/richard-gasquet/g628/","W","63 75 764","500","1","$400,000"
